yi'ge 一个
liu'bing 溜冰
dang'ke 党课
bei'jing'tu'pian 背景图片
xi'shi 稀世
jie'pou'xue 解剖学
ke'ling 可令
jin'ding 金鼎
kang'hui 康辉
chang'shen 长身
wen'si'bu'dong 纹丝不动
xue'xi'ji'hua 学习计划
yi'ya 咿呀
gua'feng 刮风
dai'an'na 戴安娜
ke'han 可汗
zui'kuai'su'du 最快速度
da'zuo'zhan 大作战
fen'li'qi 分离器
za'sui 杂碎
di'wei 低微
you'chang 油厂
jie'yi 结义
hu'yan 胡言
pin'xing 品性
zhong'dao 重蹈
xiao'shi 小石
la'zou 拉走
jing'shui 井水
dong'zheng 东征
yang'yang'de'yi 洋洋得意
yin'dao'nei 阴道内
shan'xing 扇形
ming'xing'dang'an 明星档案
ren'ke'du 认可度
bu'cheng'li 不成立
tian'hun'di'an 天昏地暗
chuang'tou 创投
zai'jiu'ye'gong'zuo 再就业工作
bo'li 波利
ji'huang 饥荒
sheng'wu'yi'xue 生物医学
fan'wei 反胃
shui'shen 水神
shou'zi'mu 首字母
xing'shu 行数
bai'sha 白纱
xiao'bing 小病
chang'tong'wu'zu 畅通无阻
ming'tian'jiu'yao 明天就要
pei'bi 配比
ti'xiang 体香
ke'biao 课表
du'zi 独子
jin'bo 禁播
chao'fu'he 超负荷
suo'ju 锁具
mian'e 面额
tai'ke 泰克
gong'xiu'ri 公休日
yin'ba 印巴
zui'hai'pa 最害怕
shi'chang'bao 市场报
han'ke'si 汉克斯
zhou'bian'she'bei 周边设备
zhu'she'qi 注射器
zhi'hui'fa 止回阀
yin'le'feng'yun'bang 音乐风云榜
dong'bei'xin'wen'wang 东北新闻网
hu'nan'da'xue 湖南大学
du'bu 独步
fan'si'le 烦死了
shi'zhong 事中
du'zhuan 杜撰
yan'long 炎龙
nong'dong 弄懂
bi'fa 笔法
jian'you 兼优
tie'san'jiao 铁三角
mian'ban 面版
duo'qi'lai 多起来
pin'pai'jian'she 品牌建设
long'mao 龙猫
bi'er'gai'ci 比尔盖茨
she'zhan 舌战
dao'tou 倒头
xu'xu 絮絮
shi'quan 实权
jiu'zhi 久之
bu'jing 不净
fen'shi 分尸
huang'yao'shi 黄药师
zi'ji'xi'ai 自己喜爱
zan'zhu'zheng 暂住证
bai'du 摆渡
mo'jie 末节
xin'shi'ye 新视野
zhi'xing'zhe 执行者
bi'xi 鼻息
wen'ting 闻听
qi'jiang 起降
er'deng 尔等
ci'zi 次子
hu'pi 虎皮
sheng'ge 升格
fang'jian 坊间
da'gong'mei 打工妹
zhuan'lai 赚来
wang'qiang 王强
hu'jue 忽觉
shen'fen'zheng'jian 身份证件
gong'che'shang 公车上
zhong'chen 忠臣
chu'chen'qi 除尘器
gui'men'guan 鬼门关
chen'min 臣民
tuo'mao 脱毛
quan'jie 劝解
xia'lie'ge 下列各
meng'jia'la'guo 孟加拉国
se'mi 色迷
zhe'lai 这来
tian'hong 天虹
quan'guo'dai'biao'da'hui 全国代表大会
jian'qiao'da'xue 剑桥大学
quan'bu'ge'shou 全部歌手
hang'kong'gong'ye 航空工业
you'xia 由下
tian'li 天利
zhuang'che 装车
hei'dai 黑带
ren'jun'ke'zhi'pei 人均可支配
pei'huo 配货
bu'fang'song 不放松
a'te 阿特
yan'mai 燕麦
huang'huang 惶惶
na'shi'kuai 那时快
bian'chui 边陲
dao'ying 倒映
yun'li 云里
guan'zhuang 罐装
tong'bi'zeng'jia 同比增加
bie'jiao 蹩脚
xi'qi 喜气
di'xue 地学
mo'ya 磨牙
huan'ping 环评
liu'nv'shi 刘女士
lao'sun 老孙
ru'dong 入冬
shou'jian'xiang 收件箱
tuan'gan'bu 团干部
jia'ge'bian'dong 价格变动
ji'ya 鸡鸭
lao'lin 老林
jia'dian'xing'ye 家电行业
sai'zhong 赛中
zhi'yan 只眼
guang'cai'zhao'ren 光彩照人
jue'da'duo'shu'ren 绝大多数人
ma'li 麻利
you'shi 幼时
zhi'xie 只写
meng'meng'long'long 朦朦胧胧
bu'yi'yi 不一一
wei'zhuang'cheng 伪装成
guo'ji'shou'zhi 国际收支
shan'xi'tai'yuan 山西太原
che'gong 车工
shu'zi'tu'shu'guan 数字图书馆
xiao'fa 效法
lu'de 路德
tiao'yu 条鱼
yi'ban'na'shui'ren 一般纳税人
qun'zhong'jian'du 群众监督
dian'zhong 殿中
zhong'guo'nong'min 中国农民
yi'jiang 亦将
ke'tan 可叹
xia'yi'miao 下一秒
zuo'teng 佐藤
jin'lun 锦纶
dai'yu 带鱼
dai'du 歹毒
ze'neng 则能
xi'zao'shi 洗澡时
zhao'shu 诏书
rong'yi'dao'zhi 容易导致
zhang'san'feng 张三丰
sou'hu'ti'yu 搜狐体育
ren'ling 认领
zhe'zhou 这周
lai'fu 来福
zuo'gu'you'pan 左顾右盼
lou'dou 漏斗
shu'dao 数到
quan'zhang 权杖
ji'ceng 几层
sai'er'wei'ya 塞尔维亚
zhi'shi 之始
ji'guan'bao 机关报
ru'he'dui'dai 如何对待
zi'can 自残
jin'dao 金刀
qian'tao 嵌套
yu'tian 于天
bao'zi 孢子
jie'you 皆由
ge'ren'zhu'yi 个人主义
ren'shen'shang'hai 人身伤害
ye'hua'shi'you'qi 液化石油气
ling'hui 领回
you'mei 由美
zu'shang 祖上
hao'zhan 好战
ding'duo 定夺
zheng'qi 政企
xin'yi'wei'zhen 信以为真
bai'zu 白族
fu'chi'zheng'ce 扶持政策
gu'zhu'yi'zhi 孤注一掷
bao'you'liang 保有量
yin'shua'you'xian'gong'si 印刷有限公司
wo'de'qi'zi 我的妻子
nei'jia 内家
xian'ka'xin'pian 显卡芯片
yin'zhong 引种
zheng'dao 挣到
ba'jing 八景
mu'bang 木棒
ke'xia 刻下
pai'tou 派头
jie'mo 芥末
xun'ji 迅即
xie'yu 写于
ma'zu 马祖
da'la 耷拉
qing'lang 情郎
tao'hong 桃红
shou'yao 手摇
hua'qian'mai 花钱买
fu'sang 扶桑
ren'shi'zhi'du'gai'ge 人事制度改革
mian'tan 免谈
yi'sui 易碎
jie'huo 接获
jian'pu 简谱
lian'xu'bu'duan 连续不断
xian'guan 县官
hu'pan 护盘
suo'de'e 所得额
yao'dian 药典
duo'dong 多动
bu'chi 不齿
kao'shi'shi'juan 考试试卷
kao'de 靠得
mu'liao 幕僚
xie'ge 写歌
xi'hai'an 西海岸
hang'kong'bing 航空兵
chuan'tou'li 穿透力
feng'bao 封包
tui'ju 退居
xiang'hu'cu'jin 相互促进
ji'suan'ji'ying'jian 计算机硬件
zhu'fu'yu 祝福语
gong'zuo'zheng 工作证
ji'xiao'ping'gu 绩效评估
chao'hong 潮红
dian'qing 店庆
da'shu 大鼠
bang'bang 棒棒
ya'ma'ha 雅马哈
jing'pi'li'jie 精疲力竭
bai'hua'hua 白花花
xian'duan 线段
niao'niao 尿尿
shan'xi'lian'tong 陕西联通
ying'shi'zhi'zuo 影视制作
shi'ye'ji'tuan 实业集团
di'song 递送
kong'zhi'she'bei 控制设备
chen'yi 陈毅
fei'hou 肥厚
han'zi'shu'ru 汉字输入
di'qiu'cun 地球村
ju'xin 居心
mo'ni 摩尼
zhi'fa'gong'zuo 执法工作
yi'qi'cheng'chang 一起成长
yu'ding'dian'hua 预订电话
shou'fang 收房
zhu'zuo'quan'fa 著作权法
li'zi 李子
chun'yun'qi'jian 春运期间
ce'shi'yi'qi 测试仪器
liang'fu 两幅
shou'fei'you'xiang 收费邮箱
huan'lai'le 换来了
jiu'ye'wang 就业网
xiao'zu'tao'lun 小组讨论
qian'zhao 前兆
zhen'zhu'fen 珍珠粉
cheng'dui 成堆
ba'bi 巴比
dian'tang 店堂
jing'ji'xing'jiao'che 经济型轿车
gao'gua 高挂
jing'ji'fan'zui 经济犯罪
mu'zhong'wu'ren 目中无人
ping'gu'shi 评估师
guan'jun'sai 冠军赛
mo'lu 末路
dan'chan 单产
hong'bian 红遍
ti'qian'hai'dai 提前还贷
cao'zuo'ji'neng 操作技能
gong'zhuang 工装
shang'fei'ji 上飞机
jiao'bu 脚部
tuo'pin'zhi'fu 脱贫致富
hong'tou 红透
jin'tong 金童
wu'guan 武官
kao'he'ban'fa 考核办法
da'chu'xue 大出血
zhi'ye 汁液
wen'qu'xing 文曲星
fu'hua 腐化
bai'huo'da'lou 百货大楼
sha'ren'kuang 杀人狂
si'shui 死水
fei'tie 废铁
hui'chu 汇出
yao'tong 腰痛
lu'bei 露背
tang'shi'song'ci 唐诗宋词
zheng'ren'jun'zi 正人君子
zhong'guo'gu 中国古
qi'si 其四
xiao'tu'biao 小图标
yi'ba 一八
chai'chuan 拆穿
hen'zao'gao 很糟糕
zhi'ye'gui'hua 职业规划
chou'you'yan'ji 抽油烟机
qing'lian 青莲
zang'wu 赃物
xie'bo 谐波
chan'wei'wei 颤巍巍
ren'fu 任副
wo'pu 卧铺
chu'xin'ji'lv 处心积虑
dong'jian'hua 董建华
zhe'liang'dian 这两点
lu'si 露丝
bing'tong 丙酮
cai'jing'xue'yuan 财经学院
sha'wa 莎娃
wo'de'yin'le'he 我的音乐盒
zui'ju'ren'qi 最具人气
xin'jiang'sheng'chan'jian'she'bing'tuan 新疆生产建设兵团
de'gao'wang'zhong 德高望重
dian'he 电荷
wo'tu 沃土
bao'zhuang'zhi 包装纸
li'wen 例文
fu'la 弗拉
li'xiang'zhu'yi 理想主义
an'fang'chan'pin 安防产品
deng'hui 灯会
da'yin'zhi 打印纸
xuan'chuan'xiao'guo 宣传效果
yin'hu 阴户
xing'xing 行刑
zhuo'qiu 桌球
shan'shen 山神
xia'chu 吓出
cu'jin'wo'guo 促进我国
gai'bian'ming'yun 改变命运
er'shi'san'ri 二十三日
ban'hui 搬回
pin'pai'fu'shi 品牌服饰
mi'ni'ge'ci 迷你歌词
ji'xiao'lan 纪晓岚
fei'zhu 肥猪
ke'yin 可因
ji'shi 既使
ben'ju 本剧
lin'ba'xi'bao 淋巴细胞
hen'zhua'luo'shi 狠抓落实
du'long 毒龙
mu'si 姆斯
kou'shang 扣上
jiu'qu 九曲
pi'zhi 皮脂
suan'bu'de 算不得
he'jia 合家
ge'ren'ai'hao 个人爱好
fei'chu'fang'yao 非处方药
huo'yi 或已
ti'gao'nong'min 提高农民
si'ren 斯人
qiao'kai 敲开
ke'lin 克林
yi'yong 已用
kao'yan 烤烟
hong'xiu'tian'xiang 红袖添香
xie'dian 鞋垫
fan'mao 繁茂
qu'guo 取过
zhi'neng'shou'ji'lun'tan 智能手机论坛
jian'cha'zhi'dao 检查指导
wa'pian 瓦片
zhi'wu 支吾
yin'le'zhi'zuo 音乐制作
zuo'wen'jiao'xue 作文教学
kan'qi 看其
du'ju 赌局
yu'cheng 育成
cui'qing'yao 催情药
bian'tiao 便条
jiang'kou 江口
jia'qing 嘉庆
ya'zhou'qu 亚洲区
ting'zhi'bu'qian 停滞不前
xu'xian 许仙
jing'ying'feng'xian 经营风险
wang'qiu'gong'kai'sai 网球公开赛
hai'er'ji'tuan 海尔集团
tong'bao'men 同胞们
man'ma 漫骂
diao'tou 调头
neng'ji'fa 能激发
hai'shi 海狮
tu'sheng'tu'chang 土生土长
hua'er 话儿
qi'liang 气量
shen'bian 申辩
zai'jiang 再讲
xiang'zhang 香樟
qiao'lu 桥路
yu'zhe 遇着
san'zi 三子
gao'dang'ci 高档次
hui'hong 恢宏
fei'fei 霏霏
che'wang 车网
zi'dong'deng'lu 自动登录
tian'xia'shi 天下事
zhong'hua 中化
xie'xie 歇歇
xie'ren 卸任
jiu'ye'ya'li 就业压力
you'jin 有劲
jiu'she'hui 旧社会
hui'tou'tu'lian 灰头土脸
chu'xuan 初选
liu'xian'xing 流线型
zui'can 最惨
shang'chuan'xia'zai 上传下载
yun'zuo 运做
hao'e 好恶
ge'ti'si'ying 个体私营
liang'yuan 两元
kuan'yue 宽约
duo'he'shui 多喝水
su'bu'xiang'shi 素不相识
kong'bu'dian'ying 恐怖电影
du'ge 镀铬
fu'shi 副食
dui'shu 对数
zheng'jian'hao'ma 证件号码
xie'xia'lai 写下来
tian'lan'se 天蓝色
chou'sha 仇杀
cun'wu 村务
ru'he'da'zao 如何打造
jian'zhen 减震
dang'chang'si'wang 当场死亡
hei'ge'er 黑格尔
shi'yong'xing 实用型
ban'zhang 半张
feng'dong 风动
duo'xue'ke 多学科
pao'ti 跑题
ben'tao 奔逃
qing'nian'xue'sheng 青年学生
she'yan 设宴
ya'ke'li 压克力
you'feng 油封
chuan'men 串门
hui'hui 会徽
chang'tan 长谈
zhi'qi 支起
lv'shun 旅顺
zhong'guo'kong'jun 中国空军
zhong'guo'tie'tong 中国铁通
re'nu 惹怒
chan'luan 产卵
zhu'ce'hui'ji'shi'kao'shi 注册会计师考试
zan'shi'xing 暂时性
ting'zhi'guo 停止过
shang'ying 上应
tong'se 同色
sao'mang 扫盲
kan'sha 砍杀
cuo'ai 错爱
ding'zhuang 顶撞
nian'zhou 念咒
ke'hua 刻划
zhu'zhe 著者
sheng'xiao'hai 生小孩
huan'ge 欢歌
pin'pai'tui'guang 品牌推广
xiang'shei 向谁
chuan'da 川大
ge'ren'xin'yong 个人信用
qin'shi 亲事
zhong'guo'di'yi'ge 中国第一个
ji'na 缉拿
qing'lang 清朗
he'yue 和约
cha'ke 查克
ye'mao 野猫
jia'yi'jie'jue 加以解决
he'shi'neng 何时能
yue'lao 月老
sui'ji'ying'bian 随机应变
dian'lu'she'ji 电路设计
su'shi 速食
bie'wu'hui 别误会
guang'ming'lei'luo 光明磊落
shi'ti'dian 实体店
wo'zen'neng 我怎能
suo'jin 缩进
you'bu'zhou 有步骤
fu'yuan 复员
e'luo'si'ren 俄罗斯人
shui'ping'xian 水平线
che'pai'hao 车牌号
bao'hu'san 保护伞
xi'luo 奚落
zui'hao'chi 最好吃
yan'neng 焉能
han'guo'zheng'fu 韩国政府
xia'pu 下铺
di'yi'zu 第一组
shou'yi 授意
bao'hu'shen 保护神
zhong'shang 中伤
qiu'zhi'yu 求知欲
yu'hua 羽化
shu'shi'du 舒适度
fei'lin 菲林
yi'yu'yan'biao 溢于言表
cang'hai'sang'tian 沧海桑田
ming'jing 明净
shen'shen 甚深
jiao'tou'jie'er 交头接耳
huo'qi 火器
yao'zhao'ge 要找个
biao'xin'li'yi 标新立异
ren'xin 仁心
ke'quan'ke'dian 可圈可点
hui'tu 回吐
ci'mu 慈母
pin'zhuang 拼装
ji'jin'zu'zhi 基金组织
fen'fen'bu'ping 愤愤不平
mei'ge 美格
you'shang 右上
liu'yi'si 刘易斯
xi'de 喜得
yao'pin'jia'ge 药品价格
jue'di 决堤
da'nian'chu'yi 大年初一
wa'si'bao'zha 瓦斯爆炸
liu'yao 六爻
xi'cun 西村
zhuang'xiu'jia'ju 装修家居
di'ceng 低层
yin'liang 印量
ying'te 英特
sheng'dai 声带
juan'yong 隽永
zai'zhe'kuai 在这块
kang'ming'si 康明斯
cai'he 彩盒
yang'wei 扬威
wan'bian 万变
dan'can 丹参
shi'wu'chu'li 事务处理
wu'li'hua'xue 物理化学
zhuan'ke'yi'yuan 专科医院
si'qu'le 死去了
wai'guo'yu'xue'xiao 外国语学校
hu'shou 护手
fu'lan 弗兰
zuo'wei 坐位
shou'ru'da 收入达
nv'yi'sheng 女医生
yu'shi'wu'zheng 与世无争
gong'mou 共谋
lian'gan 连杆
quan'guo'zhao'shang 全国招商
qi'xing'guai'zhuang 奇形怪状
you'lun 游轮
jiao'jing'bu'men 交警部门
er'shi'liu'ri 二十六日
tian'jian 天健
shi'zuo'yong'zhe 始作俑者
xiu'xian'du'jia 休闲度假
yi'shi 已使
cheng'shou'li 承受力
gou'wu'man 购物满
zhong'yang'zheng'zhi'ju'wei'yuan 中央政治局委员
dan'dan 丹丹
lian'he'fa'bu 联合发布
geng'kuai'su 更快速
tai'xing'shan 太行山
men'shi'jia 门市价
wen'wu'ju 文物局
xian'yan 现眼
tuan'yuan'yi'shi 团员意识
chu'kou'guo 出口国
dian'chang 电场
zi'zhu'zhao'sheng 自主招生
ge'qu'ling'sheng 歌曲铃声
bei'tong 背痛
zhu'yuan'zhi'liao 住院治疗
jian'du'chou'cha 监督抽查
peng'cheng 鹏城
zhu'yao'yi'ju 主要依据
juan'ke 镌刻
xi'nu 喜怒
zha'xie 乍泄
ying'yong'shi'li 应用实例
hen'la 狠辣
zai'nan'xing 灾难性
ying'yang'pin 营养品
zhan'qi 展期
ji'xie'she'bei'you'xian'gong'si 机械设备有限公司
jian'zhi'zhun'bei 减值准备
bu'dong'yao 不动摇
nen'fu 嫩肤
fei'fei 非非
ban'zhe'lian 板着脸
yi'luan 意乱
gou'zhu 勾住
nong'si 弄死
zhou'wen 咒文
guo'cheng'kong'zhi 过程控制
er'qiu 而求
zhen'zi 贞子
cheng'shi'ji'chu'she'shi 城市基础设施
he'ding'ben 合订本
ruan'zuo 软座
chu'wang 楚王
fu'zhe 覆辙
san'gong'liu'yuan 三宫六院
qu'wang 去往
gong'ren 供认
li'shen 立身
zui'min'gan 最敏感
lun'zhe 论者
xue'xi'xi'guan 学习习惯
jia'hou 加厚
cai'dai 彩带
zha'ying 扎营
nai'te 奈特
diao'qiao 吊桥
jian'chen 奸臣
zhao'chu 照出
liu'dai 留待
bai'yu 白羽
xiang'chi 相持
qiu'he 求和
fang'liao 放疗
meng'zai'gu'li 蒙在鼓里
zhi'dao'yuan'ze 指导原则
zui'mi'ren 最迷人
ying'yu'jiao'shi 英语教师
xian'fan 掀翻
huai'dan'shi'zen'yang'lian'cheng 坏蛋是怎样炼成
qian'zhi 迁至
shi'chu 驶出
hua'dong'shi'fan'da'xue 华东师范大学
zong'lan 纵览
xiao'yong 骁勇
zhu'ti'lie'biao 主题列表
xue'yuan 雪原
zha'ba 眨巴
gang'tie'gong'ye 钢铁工业
dui'wai'gong'bu 对外公布
shang'hai'cai'jing 上海财经
fou'ze'qing 否则请
er'yuan 二院
qiang'shou 强手
jie'neng'ji'shu 节能技术
hua'mei 画眉
sheng'meng 生猛
ru'ding 入定
wu'dou 武斗
bu'fang 布防
wei'er 韦尔
de'de 得得
le'wo 勒沃
gan'quan 甘泉
shun'liu 顺流
hang'zhou'xi'hu 杭州西湖
ying'tou 迎头
cheng'bang 城邦
chou'chou 瞅瞅
jian'mian'li 见面礼
li'yuan'fang 李远方
po'feng 颇丰
jiu'zhu 救主
mai'ru 埋入
xuan'ru 选入
pei'xun'bu 培训部
xing'zhuang 行装
sha'die 杀跌
bei'wang 备忘
hao'tao 嚎啕
hei'ban 黑斑
huo'xiang 或向
wu'zhou'nian 五周年
le'shi 乐事
zhi'hui'yuan 指挥员
gao'jie 高洁
mo'cheng 磨成
cuan'dong 攒动
shuai'jiao 摔角
wu'niang 舞娘
zui'ke'kao 最可靠
you'xi'ba 游戏吧
jian'shen'zhong'xin 健身中心
sheng'zhi'jian'kang 生殖健康
yi'shu'wang 艺术网
zheng'fu 正负
chun'xin 春心
wan'tong 顽童
zi'yan 自演
nei'bu'mao'dun 内部矛盾
ci'hui'liang 词汇量
shao'xian 稍显
fa'zhan'shi'shang 发展史上
zhong'jie'zu'zhi 中介组织
ta'shuo 它说
bao'xian'ji'gou 保险机构
ya'song 押送
chu'shi'ji 除湿机
nong'ye'chan'ye 农业产业
tan'gang'qin 弹钢琴
zhong'hua 种花
kai'zhan'ye'wu 开展业务
ren'zhen'tian'xie 认真填写
san'li'tun 三里屯
qian'bian 欠扁
zuo'shang 左上
ci'si 刺死
zai'ding 再顶
shen'feng 神风
tong'lv 统率
guo'jia'gong'wu'yuan'kao'shi 国家公务员考试
qi'ye'deng'ji 企业登记
han'xiu 含羞
shou'ji'wei'xiu 手机维修
ze'ren'shen'ji 责任审计
pei'xun'guan'li 培训管理
shan'wai 山外
diao'shi 调式
xiao'fei'pin'ling'shou 消费品零售
qie'chu'shu 切除术
hui'yi'ji'lu 会议记录
ti'la 提拉
ren'wei'di 人为地
qu'yu'he'zuo 区域合作
qian'zi'yi'shi 签字仪式
quan'ji'lu 全纪录
fang'wai 房外
hong'ye 鸿业
sha'xiao'zi 傻小子
pei'dai 配戴
zui'di'gong'zi'biao'zhun 最低工资标准
wan'mi 万米
fan'zheng'fu 反政府
mian'ren 面人
she'hui'xiao'fei'pin 社会消费品
er'jin 而近
ying'guo'huang'jia 英国皇家
fa'zhi'ban 法制办
pao'tui 跑腿
ji'suan'ji'ke'xue'yu'ji'shu 计算机科学与技术
zhu'yao'cheng'fen 主要成份
hao'an 毫安
hen're'nao 很热闹
bu'chang'ji 部长级
e'zhe 饿着
bi'hui 避讳
yin'xing'zhuan'zhang 银行转帐
nai'zi 奶子
da'men'wai 大门外
shi'xing'tong'yi 实行统一
ning'cheng 凝成
chuan'jiang 串讲
ma'yao 麻药
mo'shao 末梢
jing'ying 菁英
jiao'huo'qi 交货期
rou'ren 柔韧
sheng'kong 声控
zhu'cai 主菜
jie'zha 结扎
tian'tian'kuai'le 天天快乐
zhou'bian'guo'jia 周边国家
fan'fen'lie 反分裂
fu'di 福地
bao'xian'gu'fen'you'xian'gong'si 保险股份有限公司
nan'dao 难倒
yi'ben'hao'shu 一本好书
bao'gang 包钢
nong'geng 农耕
song'shui 送水
xin'li'yin'su 心理因素
ku'dang 裤裆
si'shi'liu'zhang 四十六章
qi'zui 其最
guo'ji'chang'tu 国际长途
da'sha 打杀
yi'er'chun 乙二醇
hua'guo'shan 花果山
ke'qi 可气
ban'pei 般配
sheng'ci 生词
bao'xiao'tu'pian 爆笑图片
jin'zhuan 金砖
ren'ren'ping'deng 人人平等
jing'xue 经学
xin'lu'li'cheng 心路历程
xin'zhuang 新庄
yi'xian 一现
zhu'ye 竹叶
mi'ma'po'jie 密码破解
kou'liang 口粮
wu'yi 无依
tan'fu 叹服
ru'zhang 入帐
nei'hong 内讧
shou'jing 受精
sai'che'you'xi 赛车游戏
er'shi'si'ri 二十四日
liu'de 留得
shi'ji'cai'liao 事迹材料
ye'po 也颇
huan'bao'yi'shi 环保意识
jia'ju'chang 家具厂
di'yi'pai 第一排
jin'liao 进料
tian'fa 天发
fu'shu 负数
zhong'xiang 中向
ni'de'xin'li 你的心里
lan'zhou'da'xue 兰州大学
ru'huo 入伙
jiang'de'zhu 奖得主
hu'tao 护套
cai'hua 菜花
zhe'zhang'tu 这张图
he'lian 赫连
can'cha 参差
chong'wu'gou 宠物狗
xie'ya'long 谢亚龙
guo'de'qu 过得去
hen'xiong 很凶
tui'tuo 推托
kai'fan 开饭
chang'pian'da'lun 长篇大论
zheng'chang'hua 正常化
bai'lian 白莲
shen'wei 深为
yi'liao'bao'zhang 医疗保障
xiao'yang 小杨
ru'ai 乳癌
zhun'ru'zhi'du 准入制度
shao'xie 少些
guan'yu'jia'kuai 关于加快
ben'xiao'kang 奔小康
tai'che 台车
nan'hai'er 男孩儿
da'guo 大锅
ying'wen'wang 英文网
ze'gai 则该
wo'mei'ban'fa 我没办法
huo'luan 霍乱
wang'luo'zhao'pin 网络招聘
shu'mian'shen'qing 书面申请
da'jie 打结
hui'ji'yuan 会计员
zui'shi'yi 最适宜
gu'ke'man'yi 顾客满意
jiao'shui 交税
jiu'ji 救急
han'shuang 寒霜
nai'zhi'pin 奶制品
kua'bu 跨步
xiao'chang'shi 小常识
han'dong 涵洞
tuo'tao 脱逃
dong'tian 洞天
feng'ming'xuan 凤鸣轩
zheng'quan'ye 证券业
bo'si'wang'zi 波斯王子
tui'jin'su'zhi 推进素质
xi'lie'hua 系列化
qing'shan'lv'shui 青山绿水
bo'luo'ni 博洛尼
wen'yan 文言
xue'yi'zhi'yong 学以致用
qi'hun 棋魂
huan'zheng 换证
duo'er 多而
die'lian'hua 蝶恋花
zhao'zhan 招展
fan'qian 反潜
wei'sheng'fang'yi 卫生防疫
zhui'jiao 追缴
dan'jian 单件
yuan'fang 院方
gong'zi'zong'e 工资总额
yi'yao'wei'sheng 医药卫生
ji'en 基恩
mang'she 蟒蛇
tang'jin 烫金
jia'mi'gong'ju 加密工具
shi'zhong'ru'yi 始终如一
gao'jia'shou'gou 高价收购
jie'chu'qi 接触器
lv'cai 铝材
xin'tian 新天
yong'nao 用脑
qing'qi'bing 轻骑兵
ying'ji 应激
fen'shu 分属
yun'yun'zhong'sheng 芸芸众生
yuan'fei 远非
shou'gong'zhi'zuo 手工制作
zhong'te'da 重特大
zhan'zhe 沾着
ao'sai 奥赛
cha'qiang'ren'yi 差强人意
qing'zheng 清蒸
shu'lian'du 熟练度
guan'li'chu'fa 管理处罚
ke'ni'ka'mei'neng'da 柯尼卡美能达
ji'ta'pu 吉他谱
dan'yin 单音
qian'dian 千点
liu'zhong 六中
zhuang'xiu'she'ji 装修设计
fu'le 富勒
liang'piao 粮票
shu'liang'duo 数量多
zhong'lv 中旅
shan'cun'pan 闪存盘
diao'zuan 刁钻
zhi'na'jin 滞纳金
chan'mei 谄媚
rui'er 瑞尔
fa'er 法尔
kong'jun'ji'di 空军基地
de'xi 得悉
he'lan'ren 荷兰人
shuo'ai'ni 说爱你
zou'xiang'cheng'gong 走向成功
ji'zhan 挤占
ha'er'bin'gong'ye'da'xue 哈尔滨工业大学
yuan'mei 原煤
zhu'ti 猪蹄
zheng'zhou'da'xue 郑州大学
si'qi'chen'chen 死气沉沉
qi'tian'da'sheng 齐天大圣
zheng'gai'ti'gao'jie'duan 整改提高阶段
diao'yun 调匀
shu'li 数里
lie'xing 烈性
xian'ru'jin 现如今
cai'da 财大
shen'ye'pai 什叶派
yin'xiang'xi'tong 音响系统
guang'dong'zhong'shan 广东中山
er'shi'qi'ri 二十七日
zhu'ce'shui'wu'shi 注册税务师
da'zhi 大志
wu'mou 吴某
yong'wu'zhi'jing 永无止境
pai'zi 拍子
wu'pai'fang 物排放
tan'hua 昙花
jie'shao'suo 介绍所
ji'ben'su'zhi 基本素质
pi'zhuan 批转
jin'she 劲射
fan'jia 返家
tie'xian 贴现
dong'fang'wei'shi 东方卫视
kai'yi'jia 开一家
wo'e 我饿
ni'fan 逆反
wei'jun 为君
deng'e 等额
ji'bai'ren 几百人
you'dang 又当
huo'duo 或多
ji'hui'nan'de 机会难得
xie'ni 斜睨
di'li'xue 地理学
si'di 死敌
yan'huo 验货
da'hai 大骇
he'duan 河段
sui'gan 随感
mei'guo'liu'xue 美国留学
shao'dian 少点
dao'qiong'si 道琼斯
tou'shou 投手
ren'qi 人妻
dong'wu'fang'yi 动物防疫
fa'xing'jia 发行价
wu'ding 无定
kai'chun 开春
zi'kao'ban 自考办
zhi'liao 质料
ao'ke'lan 奥克兰
shi'biao 师表
fang'xing'wei'ai 方兴未艾
yan'shou'gui'fan 验收规范
bu'guo'guan 不过关
xi'lin'men 喜临门
ying'hua 英华
ke'jiao'xing'guo 科教兴国
ning'meng'suan 柠檬酸
ai'tuo'ao 埃托奥
ji'fen 记分
ci'yi 此役
zou'ming'qu 奏鸣曲
qian'yi 前移
er'tong'jiao'yu 儿童教育
lao'ku 劳苦
zhan'lve'huo'ban 战略伙伴
yi'da'jie 一大截
di'er'duan 第二段
zhong'fu'xing 重复性
tan'qian'wei 碳纤维
zhi'yao'shu'ru 只要输入
jian'yan'zhong'xin 检验中心
tong'gan 痛感
shi'mu 师母
bao'zhuang'zhi'pin 包装制品
ti'shi'yin 提示音
pu'cheng 铺成
xiu'xian'xiao'you'xi 休闲小游戏
xin'ji'geng'sai 心肌梗塞
jiang'yi'qi 讲义气
yun'xia 云霞
ru'zuo 入座
tai'wan'da'xue 台湾大学
liu'jia 六家
tian'an 天安
sui'fang 随访
xing'da 兴达
zheng'wu'xin'xi 政务信息
hong'zai 洪灾
san'niang 三娘
zai'an 在案
zhong'guo'mei'shu 中国美术
mi'luo 米罗
tie'tie 贴贴
long'ka 龙卡
yue'huo'dong 月活动
su'gang'men 塑钢门
mao'lv 毛驴
